»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:49:55
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:49:33 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	100.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	'
Volts:	0.75
Field:	93.75 (kV/cm)
DCBias:	0.25
DCField:	31.25 (kV/cm)
Hysteresis Period (ms):	2.00e+00
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
1503	1.5020e+00	0.2428	2.579588	0.000179	56.868146	5.137986	-0.000584
1504	1.5030e+00	0.2371	2.396651	0.000176	55.992026	5.058830	-0.000575
1505	1.5040e+00	0.2366	2.232451	0.000158	50.257423	4.540714	-0.000516
1506	1.5050e+00	0.2321	2.075276	0.000151	48.106947	4.346420	-0.000494
1507	1.5060e+00	0.2287	1.919923	0.000149	47.549416	4.296048	-0.000488
1508	1.5070e+00	0.2263	1.771076	0.000143	45.558234	4.116146	-0.000468
1509	1.5080e+00	0.2207	1.612080	0.000153	48.664478	4.396792	-0.000499
1510	1.5090e+00	0.2204	1.412749	0.000192	61.009803	5.512182	-0.000626
1511	1.5100e+00	0.2145	1.218883	0.000186	59.337211	5.361064	-0.000609
1512	1.5110e+00	0.2137	1.032303	0.000179	57.107087	5.159575	-0.000586
1513	1.5120e+00	0.2161	0.861597	-0.000164	-52.248604	-4.720615	-0.000536
1514	1.5130e+00	0.2068	0.702081	0.000153	48.823772	4.411184	-0.000501
1515	1.5140e+00	0.2023	0.545167	0.000151	48.027300	4.339224	-0.000493
1516	1.5150e+00	0.2013	0.390334	0.000149	47.390121	4.281655	-0.000486
1517	1.5160e+00	0.2003	0.170966	0.000211	67.142643	6.066278	-0.000689
1518	1.5170e+00	0.1964	-0.039554	0.000202	64.434636	5.821612	-0.000661
1519	1.5180e+00	0.1962	-0.233940	0.000187	59.496505	5.375456	-0.000611
1520	1.5190e+00	0.1905	-0.398921	0.000159	50.496365	4.562302	-0.000518
1521	1.5200e+00	0.1872	-0.565464	0.000160	50.974248	4.605478	-0.000523
1522	1.5210e+00	0.1813	-0.729925	0.000158	50.337070	4.547910	-0.000517
1523	1.5220e+00	0.1805	-0.887620	0.000152	48.266241	4.360812	-0.000495
1524	1.5230e+00	0.1805	-1.062750	0.000168	53.602608	4.842948	-0.000550
1525	1.5240e+00	0.1753	-1.256876	0.000187	59.416858	5.368260	-0.000610
1526	1.5250e+00	0.1719	-1.447098	0.000183	58.222149	5.260320	-0.000598
1527	1.5260e+00	0.1678	-1.619626	0.000166	52.806135	4.770987	-0.000542
1528	1.5270e+00	0.1655	-1.788250	0.000162	51.611426	4.663047	-0.000530
1529	1.5280e+00	0.1637	-1.945425	0.000151	48.106947	4.346420	-0.000494
1530	1.5290e+00	0.1590	-2.101819	0.000150	47.868005	4.324832	-0.000491
1531	1.5300e+00	0.1553	-2.259514	0.000152	48.266241	4.360812	-0.000495
1532	1.5310e+00	0.1524	-2.490852	0.000222	70.806417	6.397297	-0.000727
1533	1.5320e+00	0.1529	-2.695127	-0.000196	-62.523101	-5.648907	-0.000642
1534	1.5330e+00	0.1478	-2.869996	0.000168	53.522961	4.835752	-0.000549
1535	1.5340e+00	0.1435	-3.037059	0.000161	51.133543	4.619870	-0.000525
1536	1.5350e+00	0.1417	-3.182524	0.000140	44.522820	4.022597	-0.000457
1537	1.5360e+00	0.1373	-3.328248	0.000140	44.602467	4.029793	-0.000458
1538	1.5370e+00	0.1389	-3.476836	-0.000143	-45.478587	-4.108950	-0.000467
1539	1.5380e+00	0.1292	-3.647021	0.000164	52.089310	4.706223	-0.000535
1540	1.5390e+00	0.1302	-3.812783	-0.000159	-50.735306	-4.583890	-0.000521
1541	1.5400e+00	0.1275	-3.982448	0.000163	51.930015	4.691831	-0.000533
1542	1.5410e+00	0.1242	-4.142485	0.000154	48.983067	4.425577	-0.000503
1543	1.5420e+00	0.1205	-4.288991	0.000141	44.841409	4.051382	-0.000460
1544	1.5430e+00	0.1202	-4.433414	0.000139	44.204231	3.993813	-0.000454
1545	1.5440e+00	0.1128	-4.570031	0.000131	41.814813	3.777931	-0.000429
1546	1.5450e+00	0.1114	-4.726425	0.000150	47.868005	4.324832	-0.000491
1547	1.5460e+00	0.1089	-4.921852	0.000188	59.815094	5.404241	-0.000614
1548	1.5470e+00	0.1060	-5.088915	0.000161	51.133543	4.619870	-0.000525
1549	1.5480e+00	0.1037	-5.244268	0.000149	47.549416	4.296048	-0.000488
1550	1.5490e+00	0.0999	-5.378283	0.000129	41.018340	3.705971	-0.000421
1551	1.5500e+00	0.0947	-5.503190	0.000120	38.230686	3.454109	-0.000392
1552	1.5510e+00	0.0929	-5.633561	0.000125	39.903279	3.605226	-0.000410
1553	1.5520e+00	0.0912	-5.755346	0.000117	37.274919	3.367756	-0.000383
1554	1.5530e+00	0.0911	-5.893003	0.000132	42.133402	3.806715	-0.000432
1555	1.5540e+00	0.0842	-6.035605	0.000137	43.646700	3.943441	-0.000448
1556	1.5550e+00	0.0799	-6.176386	0.000135	43.089169	3.893068	-0.000442
1557	1.5560e+00	0.0802	-6.309099	-0.000128	-40.620104	-3.669990	-0.000417
1558	1.5570e+00	0.0751	-6.427501	0.000114	36.239505	3.274207	-0.000372
1559	1.5580e+00	0.0741	-6.540698	0.000109	34.646559	3.130286	-0.000356
1560	1.5590e+00	0.0694	-6.652333	0.000107	34.168676	3.087110	-0.000351
1561	1.5600e+00	0.0713	-6.790251	-0.000133	-42.213049	-3.813912	-0.000433
1562	1.5610e+00	0.0638	-6.941441	0.000145	46.275060	4.180911	-0.000475
1563	1.5620e+00	0.0608	-7.073374	0.000127	40.381162	3.648402	-0.000414
1564	1.5630e+00	0.0599	-7.190734	0.000113	35.920916	3.245423	-0.000369
1565	1.5640e+00	0.0537	-7.295604	0.000101	32.097847	2.900012	-0.000329
1566	1.5650e+00	0.0512	-7.402555	0.000103	32.735025	2.957580	-0.000336
1567	1.5660e+00	0.0494	-7.499618	0.000093	29.708429	2.684130	-0.000305
1568	1.5670e+00	0.0503	-7.594079	-0.000091	-28.911956	-2.612170	-0.000297
1569	1.5680e+00	0.0465	-7.710659	0.000112	35.681974	3.223835	-0.000366
1570	1.5690e+00	0.0397	-7.828540	0.000113	36.080210	3.259815	-0.000370
1571	1.5700e+00	0.0356	-7.923781	0.000092	29.150898	2.633758	-0.000299
1572	1.5710e+00	0.0327	-8.018763	0.000091	29.071251	2.626562	-0.000298
1573	1.5720e+00	0.0349	-8.108019	-0.000086	-27.319011	-2.468248	-0.000280
1574	1.5730e+00	0.0291	-8.181922	0.000071	22.619823	2.043681	-0.000232
1575	1.5740e+00	0.0241	-8.263632	0.000079	25.009241	2.259563	-0.000257
1576	1.5750e+00	0.0236	-8.396606	0.000128	40.699751	3.677186	-0.000418
1577	1.5760e+00	0.0169	-8.505639	0.000105	33.372203	3.015149	-0.000343
1578	1.5770e+00	0.0161	-8.597498	0.000088	28.115484	2.540209	-0.000289
1579	1.5780e+00	0.0094	-8.684412	0.000084	26.602186	2.403484	-0.000273
1580	1.5790e+00	0.0094	-8.763520	0.000076	24.212768	2.187602	-0.000249
1581	1.5800e+00	0.0079	-8.839765	0.000073	23.336648	2.108445	-0.000240
1582	1.5810e+00	0.0046	-8.899877	0.000058	18.398518	1.662290	-0.000189
1583	1.5820e+00	0.0013	-8.973259	0.000071	22.460528	2.029289	-0.000231
1584	1.5830e+00	-0.0028	-9.056271	0.000080	25.407477	2.295543	-0.000261
1585	1.5840e+00	-0.0040	-9.134077	0.000075	23.814532	2.151622	-0.000244
1586	1.5850e+00	-0.0090	-9.205118	0.000068	21.743703	1.964524	-0.000223
1587	1.5860e+00	-0.0114	-9.276159	0.000068	21.743703	1.964524	-0.000223
1588	1.5870e+00	-0.0135	-9.336791	0.000058	18.557812	1.676682	-0.000190
1589	1.5880e+00	-0.0157	-9.385973	0.000047	15.053333	1.360055	-0.000155
1590	1.5890e+00	-0.0182	-9.453891	0.000065	20.787936	1.878172	-0.000213
1591	1.5900e+00	-0.0246	-9.540285	0.000083	26.442891	2.389092	-0.000271
1592	1.5910e+00	-0.0249	-9.607943	0.000065	20.708288	1.870975	-0.000213
1593	1.5920e+00	-0.0278	-9.670136	0.000060	19.035696	1.719858	-0.000195
1594	1.5930e+00	-0.0311	-9.730508	0.000058	18.478165	1.669486	-0.000190
1595	1.5940e+00	-0.0339	-9.782552	0.000050	15.929453	1.439212	-0.000163
1596	1.5950e+00	-0.0368	-9.836939	0.000052	16.646278	1.503976	-0.000171
1597	1.5960e+00	-0.0409	-9.885600	0.000047	14.894038	1.345663	-0.000153
1598	1.5970e+00	-0.0414	-9.932440	0.000045	14.336507	1.295291	-0.000147
1599	1.5980e+00	-0.0457	-9.985786	0.000051	16.327689	1.475192	-0.000168
1600	1.5990e+00	-0.0498	-10.039132	0.000051	16.327689	1.475192	-0.000168
1601	1.6000e+00	-0.0488	-10.088054	-0.000047	-14.973685	-1.352859	-0.000154
1602	1.6010e+00	-0.0547	-10.137756	0.000048	15.212627	1.374447	-0.000156
1603	1.6020e+00	-0.0577	-10.185637	0.000046	14.655096	1.324075	-0.000150
1604	1.6030e+00	-0.0560	-10.231436	-0.000044	-14.017918	-1.266506	-0.000144
1605	1.6040e+00	-0.0607	-10.277756	0.000045	14.177213	1.280899	-0.000146
1606	1.6050e+00	-0.0669	-10.335525	0.000056	17.681692	1.597525	-0.000181
1607	1.6060e+00	-0.0735	-10.375600	0.000039	12.265678	1.108193	-0.000126
1608	1.6070e+00	-0.0747	-10.428425	0.000051	16.168394	1.460800	-0.000166
1609	1.6080e+00	-0.0744	-10.469540	-0.000040	-12.584268	-1.136977	-0.000129
1610	1.6090e+00	-0.0771	-10.514038	0.000043	13.619682	1.230526	-0.000140
1611	1.6100e+00	-0.0861	-10.557495	0.000042	13.301093	1.201742	-0.000137
1612	1.6110e+00	-0.0871	-10.597570	0.000039	12.265678	1.108193	-0.000126
1613	1.6120e+00	-0.0896	-10.637904	0.000039	12.345326	1.115389	-0.000127
1614	1.6130e+00	-0.0905	-10.679800	0.000040	12.823209	1.158566	-0.000132
1615	1.6140e+00	-0.0927	-10.724298	0.000043	13.619682	1.230526	-0.000140
1616	1.6150e+00	-0.0975	-10.765153	0.000039	12.504620	1.129781	-0.000128
1617	1.6160e+00	-0.0970	-10.808090	-0.000041	-13.141798	-1.187350	-0.000135
1618	1.6170e+00	-0.1050	-10.845822	0.000036	11.548853	1.043429	-0.000119
1619	1.6180e+00	-0.1069	-10.887978	0.000041	12.902857	1.165762	-0.000132
1620	1.6190e+00	-0.1103	-10.929614	0.000040	12.743562	1.151370	-0.000131
1621	1.6200e+00	-0.1130	-10.967346	0.000036	11.548853	1.043429	-0.000119
1622	1.6210e+00	-0.1183	-11.008721	0.000040	12.663915	1.144173	-0.000130
1623	1.6220e+00	-0.1144	-11.049837	-0.000040	-12.584268	-1.136977	-0.000129
1624	1.6230e+00	-0.1184	-11.080543	0.000030	9.398377	0.849135	-0.000096
1625	1.6240e+00	-0.1269	-11.124521	0.000042	13.460387	1.216134	-0.000138
1626	1.6250e+00	-0.1284	-11.156008	0.000030	9.637319	0.870723	-0.000099
1627	1.6260e+00	-0.1259	-11.199205	-0.000042	-13.221446	-1.194546	-0.000136
1628	1.6270e+00	-0.1340	-11.234595	0.000034	10.832028	0.978664	-0.000111
1629	1.6280e+00	-0.1360	-11.269725	0.000034	10.752380	0.971468	-0.000110
1630	1.6290e+00	-0.1376	-11.312662	0.000041	13.141798	1.187350	-0.000135
1631	1.6300e+00	-0.1441	-11.348052	0.000034	10.832028	0.978664	-0.000111
1632	1.6310e+00	-0.1439	-11.377457	-0.000028	-9.000141	-0.813155	-0.000092
1633	1.6320e+00	-0.1499	-11.414409	0.000036	11.309911	1.021840	-0.000116
1634	1.6330e+00	-0.1542	-11.452401	0.000037	11.628500	1.050625	-0.000119
1635	1.6340e+00	-0.1546	-11.497940	0.000044	13.938271	1.259310	-0.000143
1636	1.6350e+00	-0.1552	-11.534892	0.000036	11.309911	1.021840	-0.000116
1637	1.6360e+00	-0.1595	-11.573925	0.000038	11.947089	1.079409	-0.000123
1638	1.6370e+00	-0.1664	-11.608795	0.000034	10.672733	0.964272	-0.000110
1639	1.6380e+00	-0.1634	-11.651472	-0.000041	-13.062151	-1.180154	-0.000134
1640	1.6390e+00	-0.1695	-11.685040	0.000032	10.274497	0.928292	-0.000105
1641	1.6400e+00	-0.1741	-11.712364	0.000026	8.362963	0.755586	-0.000086
1642	1.6410e+00	-0.1756	-11.750096	0.000036	11.548853	1.043429	-0.000119
1643	1.6420e+00	-0.1765	-11.788349	0.000037	11.708148	1.057821	-0.000120
1644	1.6430e+00	-0.1788	-11.820096	0.000031	9.716966	0.877919	-0.000100
1645	1.6440e+00	-0.1846	-11.857828	0.000036	11.548853	1.043429	-0.000119
1646	1.6450e+00	-0.1878	-11.897382	0.000038	12.106384	1.093801	-0.000124
1647	1.6460e+00	-0.1897	-11.928869	0.000030	9.637319	0.870723	-0.000099
1648	1.6470e+00	-0.1937	-11.962698	0.000033	10.354144	0.935488	-0.000106
1649	1.6480e+00	-0.1954	-11.997568	0.000034	10.672733	0.964272	-0.000110
1650	1.6490e+00	-0.2003	-12.046750	0.000047	15.053333	1.360055	-0.000155
1651	1.6500e+00	-0.2008	-12.077977	0.000030	9.557672	0.863527	-0.000098
1652	1.6510e+00	-0.2099	-12.113887	0.000035	10.991322	0.993056	-0.000113
1653	1.6520e+00	-0.2110	-12.154482	0.000039	12.424973	1.122585	-0.000128
1654	1.6530e+00	-0.2144	-12.196118	0.000040	12.743562	1.151370	-0.000131
1655	1.6540e+00	-0.2152	-12.230467	0.000033	10.513439	0.949880	-0.000108
1656	1.6550e+00	-0.2174	-12.261954	0.000030	9.637319	0.870723	-0.000099
1657	1.6560e+00	-0.2201	-12.295523	0.000032	10.274497	0.928292	-0.000105
1658	1.6570e+00	-0.2201	-12.333515	0.000037	11.628500	1.050625	-0.000119
1659	1.6580e+00	-0.2272	-12.366043	0.000031	9.955908	0.899507	-0.000102
1660	1.6590e+00	-0.2235	-12.399872	-0.000033	-10.354144	-0.935488	-0.000106
1661	1.6600e+00	-0.2323	-12.435262	0.000034	10.832028	0.978664	-0.000111
1662	1.6610e+00	-0.2293	-12.466749	-0.000030	-9.637319	-0.870723	-0.000099
1663	1.6620e+00	-0.2364	-12.500318	0.000032	10.274497	0.928292	-0.000105
1664	1.6630e+00	-0.2402	-12.527381	0.000026	8.283315	0.748390	-0.000085
1665	1.6640e+00	-0.2445	-12.575522	0.000046	14.734744	1.331271	-0.000151
1666	1.6650e+00	-0.2483	-12.616117	0.000039	12.424973	1.122585	-0.000128
1667	1.6660e+00	-0.2508	-12.658013	0.000040	12.823209	1.158566	-0.000132
1668	1.6670e+00	-0.2544	-12.690281	0.000031	9.876261	0.892311	-0.000101
1669	1.6680e+00	-0.2547	-12.724630	0.000033	10.513439	0.949880	-0.000108
1670	1.6690e+00	-0.2581	-12.760541	0.000035	10.991322	0.993056	-0.000113
1671	1.6700e+00	-0.2580	-12.788905	-0.000027	-8.681552	-0.784370	-0.000089
1672	1.6710e+00	-0.2641	-12.818050	0.000028	8.920493	0.805959	-0.000092
1673	1.6720e+00	-0.2672	-12.851358	0.000032	10.194850	0.921096	-0.000105
1674	1.6730e+00	-0.2722	-12.889091	0.000036	11.548853	1.043429	-0.000119
1675	1.6740e+00	-0.2744	-12.926563	0.000036	11.469206	1.036233	-0.000118
1676	1.6750e+00	-0.2744	-12.960132	-0.000032	-10.274497	-0.928292	-0.000105
1677	1.6760e+00	-0.2812	-12.990578	0.000029	9.318730	0.841939	-0.000096
1678	1.6770e+00	-0.2826	-13.028570	0.000037	11.628500	1.050625	-0.000119
1679	1.6780e+00	-0.2853	-13.065522	0.000036	11.309911	1.021840	-0.000116
1680	1.6790e+00	-0.2911	-13.102994	0.000036	11.469206	1.036233	-0.000118
1681	1.6800e+00	-0.2930	-13.141767	0.000037	11.867442	1.072213	-0.000122
1682	1.6810e+00	-0.2950	-13.178719	0.000036	11.309911	1.021840	-0.000116
1683	1.6820e+00	-0.2991	-13.211507	0.000032	10.035555	0.906703	-0.000103
1684	1.6830e+00	-0.3003	-13.245336	0.000033	10.354144	0.935488	-0.000106
1685	1.6840e+00	-0.3009	-13.273440	0.000027	8.601904	0.777174	-0.000088
1686	1.6850e+00	-0.3072	-13.306228	0.000032	10.035555	0.906703	-0.000103
1687	1.6860e+00	-0.3107	-13.335112	0.000028	8.840846	0.798763	-0.000091
1688	1.6870e+00	-0.3116	-13.369982	0.000034	10.672733	0.964272	-0.000110
1689	1.6880e+00	-0.3149	-13.403291	0.000032	10.194850	0.921096	-0.000105
1690	1.6890e+00	-0.3183	-13.436079	0.000032	10.035555	0.906703	-0.000103
1691	1.6900e+00	-0.3211	-13.463923	0.000027	8.522257	0.769978	-0.000087
1692	1.6910e+00	-0.3252	-13.495930	0.000031	9.796613	0.885115	-0.000101
1693	1.6920e+00	-0.3239	-13.529239	-0.000032	-10.194850	-0.921096	-0.000105
1694	1.6930e+00	-0.3324	-13.567231	0.000037	11.628500	1.050625	-0.000119
1695	1.6940e+00	-0.3329	-13.599499	0.000031	9.876261	0.892311	-0.000101
1696	1.6950e+00	-0.3355	-13.635149	0.000034	10.911675	0.985860	-0.000112
1697	1.6960e+00	-0.3419	-13.666636	0.000030	9.637319	0.870723	-0.000099
1698	1.6970e+00	-0.3416	-13.701246	-0.000033	-10.593086	-0.957076	-0.000109
1699	1.6980e+00	-0.3483	-13.729090	0.000027	8.522257	0.769978	-0.000087
1700	1.6990e+00	-0.3501	-13.758495	0.000028	9.000141	0.813155	-0.000092
1701	1.7000e+00	-0.3494	-13.782956	-0.000024	-7.486843	-0.676430	-0.000077
1702	1.7010e+00	-0.3574	-13.814703	0.000031	9.716966	0.877919	-0.000100
1703	1.7020e+00	-0.3584	-13.847751	0.000032	10.115202	0.913900	-0.000104
1704	1.7030e+00	-0.3605	-13.876636	0.000028	8.840846	0.798763	-0.000091
1705	1.7040e+00	-0.3642	-13.908643	0.000031	9.796613	0.885115	-0.000101
1706	1.7050e+00	-0.3661	-13.935186	0.000026	8.124021	0.733998	-0.000083
1707	1.7060e+00	-0.3708	-13.965372	0.000029	9.239082	0.834743	-0.000095
1708	1.7070e+00	-0.3748	-14.001022	0.000034	10.911675	0.985860	-0.000112
1709	1.7080e+00	-0.3759	-14.029126	0.000027	8.601904	0.777174	-0.000088
1710	1.7090e+00	-0.3815	-14.056970	0.000027	8.522257	0.769978	-0.000087
1711	1.7100e+00	-0.3834	-14.090279	0.000032	10.194850	0.921096	-0.000105
1712	1.7110e+00	-0.3863	-14.125149	0.000034	10.672733	0.964272	-0.000110
1713	1.7120e+00	-0.3892	-14.156115	0.000030	9.478024	0.856331	-0.000097
1714	1.7130e+00	-0.3905	-14.178234	0.000021	6.770017	0.611665	-0.000069
1715	1.7140e+00	-0.3958	-14.209201	0.000030	9.478024	0.856331	-0.000097
1716	1.7150e+00	-0.3961	-14.236003	0.000026	8.203668	0.741194	-0.000084
1717	1.7160e+00	-0.4002	-14.264368	0.000027	8.681552	0.784370	-0.000089
1718	1.7170e+00	-0.4008	-14.291691	0.000026	8.362963	0.755586	-0.000086
1719	1.7180e+00	-0.4060	-14.320836	0.000028	8.920493	0.805959	-0.000092
1720	1.7190e+00	-0.4089	-14.351282	0.000029	9.318730	0.841939	-0.000096
1721	1.7200e+00	-0.4123	-14.376003	0.000024	7.566490	0.683626	-0.000078
1722	1.7210e+00	-0.4176	-14.402546	0.000026	8.124021	0.733998	-0.000083
1723	1.7220e+00	-0.4184	-14.441059	0.000037	11.787795	1.065017	-0.000121
1724	1.7230e+00	-0.4198	-14.464999	0.000023	7.327548	0.662037	-0.000075
1725	1.7240e+00	-0.4249	-14.490761	0.000025	7.885079	0.712410	-0.000081
1726	1.7250e+00	-0.4260	-14.519126	0.000027	8.681552	0.784370	-0.000089
1727	1.7260e+00	-0.4328	-14.555036	0.000035	10.991322	0.993056	-0.000113
1728	1.7270e+00	-0.4355	-14.581839	0.000026	8.203668	0.741194	-0.000084
1729	1.7280e+00	-0.4396	-14.603958	0.000021	6.770017	0.611665	-0.000069
1730	1.7290e+00	-0.4412	-14.631282	0.000026	8.362963	0.755586	-0.000086
1731	1.7300e+00	-0.4414	-14.652620	0.000021	6.531076	0.590077	-0.000067
1732	1.7310e+00	-0.4449	-14.680204	0.000027	8.442610	0.762782	-0.000087
1733	1.7320e+00	-0.4478	-14.705445	0.000024	7.725784	0.698018	-0.000079
1734	1.7330e+00	-0.4509	-14.732769	0.000026	8.362963	0.755586	-0.000086
1735	1.7340e+00	-0.4546	-14.759051	0.000025	8.044374	0.726802	-0.000083
1736	1.7350e+00	-0.4538	-14.787936	-0.000028	-8.840846	-0.798763	-0.000091
1737	1.7360e+00	-0.4610	-14.809534	0.000021	6.610723	0.597273	-0.000068
1738	1.7370e+00	-0.4630	-14.842583	0.000032	10.115202	0.913900	-0.000104
1739	1.7380e+00	-0.4658	-14.861058	0.000018	5.654956	0.510920	-0.000058
1740	1.7390e+00	-0.4673	-14.892285	0.000030	9.557672	0.863527	-0.000098
1741	1.7400e+00	-0.4675	-14.924553	0.000031	9.876261	0.892311	-0.000101
1742	1.7410e+00	-0.4772	-14.948493	0.000023	7.327548	0.662037	-0.000075
1743	1.7420e+00	-0.4780	-14.973735	0.000024	7.725784	0.698018	-0.000079
1744	1.7430e+00	-0.4821	-14.994553	0.000020	6.371781	0.575685	-0.000065
1745	1.7440e+00	-0.4832	-15.017712	0.000022	7.088606	0.640449	-0.000073
1746	1.7450e+00	-0.4869	-15.042954	0.000024	7.725784	0.698018	-0.000079
1747	1.7460e+00	-0.4891	-15.071318	0.000027	8.681552	0.784370	-0.000089
1748	1.7470e+00	-0.4945	-15.093958	0.000022	6.929312	0.626057	-0.000071
1749	1.7480e+00	-0.4996	-15.122322	0.000027	8.681552	0.784370	-0.000089
1750	1.7490e+00	-0.5006	-15.147043	0.000024	7.566490	0.683626	-0.000078
1751	1.7500e+00	-0.5049	-15.168121	0.000020	6.451428	0.582881	-0.000066
1752	1.7510e+00	-0.5013	-15.187638	-0.000019	-5.973545	-0.539704	-0.000061
1753	1.7520e+00	-0.4956	-15.192582	-0.000005	-1.513298	-0.136725	-0.000016
1754	1.7530e+00	-0.4952	-15.194143	-0.000002	-0.477884	-0.043176	-0.000005
1755	1.7540e+00	-0.4913	-15.197266	-0.000003	-0.955767	-0.086353	-0.000010
1756	1.7550e+00	-0.4857	-15.193103	0.000004	1.274356	0.115137	0.000013
1757	1.7560e+00	-0.4833	-15.186337	0.000007	2.070829	0.187098	0.000021
1758	1.7570e+00	-0.4821	-15.175928	0.000010	3.185891	0.287842	0.000033
1759	1.7580e+00	-0.4758	-15.164218	0.000011	3.584127	0.323823	0.000037
1760	1.7590e+00	-0.4745	-15.155110	0.000009	2.787654	0.251862	0.000029
1761	1.7600e+00	-0.4713	-15.134292	0.000020	6.371781	0.575685	0.000065
1762	1.7610e+00	-0.4688	-15.123623	0.000010	3.265538	0.295038	0.000034
1763	1.7620e+00	-0.4664	-15.112434	0.000011	3.424832	0.309431	0.000035
1764	1.7630e+00	-0.4631	-15.098642	0.000013	4.221305	0.381391	0.000043
1765	1.7640e+00	-0.4607	-15.081987	0.000016	5.097425	0.460548	0.000052
1766	1.7650e+00	-0.4569	-15.071579	0.000010	3.185891	0.287842	0.000033
1767	1.7660e+00	-0.4517	-15.049720	0.000021	6.690370	0.604469	0.000069
1768	1.7670e+00	-0.4497	-15.033846	0.000015	4.858483	0.438960	0.000050
1769	1.7680e+00	-0.4493	-15.016672	0.000017	5.256719	0.474940	0.000054
1770	1.7690e+00	-0.4440	-15.005482	0.000011	3.424832	0.309431	0.000035
1771	1.7700e+00	-0.4421	-14.989869	0.000015	4.778836	0.431764	0.000049
1772	1.7710e+00	-0.4400	-14.971653	0.000018	5.575308	0.503724	0.000057
1773	1.7720e+00	-0.4372	-14.952657	0.000018	5.814250	0.525312	0.000060
1774	1.7730e+00	-0.4324	-14.940426	0.000012	3.743421	0.338215	0.000038
1775	1.7740e+00	-0.4307	-14.927155	0.000013	4.062010	0.366999	0.000042
1776	1.7750e+00	-0.4253	-14.904776	0.000022	6.849665	0.618861	0.000070
1777	1.7760e+00	-0.4228	-14.886820	0.000017	5.495661	0.496528	0.000056
1778	1.7770e+00	-0.4159	-14.871728	0.000015	4.619541	0.417371	0.000047
1779	1.7780e+00	-0.4166	-14.855854	-0.000015	-4.858483	-0.438960	0.000050
1780	1.7790e+00	-0.4150	-14.836077	0.000019	6.053192	0.546901	0.000062
1781	1.7800e+00	-0.4130	-14.820984	0.000015	4.619541	0.417371	0.000047
1782	1.7810e+00	-0.4095	-14.799906	0.000020	6.451428	0.582881	0.000066
1783	1.7820e+00	-0.4053	-14.780129	0.000019	6.053192	0.546901	0.000062
1784	1.7830e+00	-0.4051	-14.760092	0.000019	6.132839	0.554097	0.000063
1785	1.7840e+00	-0.3996	-14.749163	0.000011	3.345185	0.302234	0.000034
1786	1.7850e+00	-0.3992	-14.732769	0.000016	5.017778	0.453352	0.000052
1787	1.7860e+00	-0.3933	-14.714033	0.000018	5.734603	0.518116	0.000059
1788	1.7870e+00	-0.3913	-14.695297	0.000018	5.734603	0.518116	0.000059
1789	1.7880e+00	-0.3876	-14.679423	0.000015	4.858483	0.438960	0.000050
1790	1.7890e+00	-0.3871	-14.652360	0.000026	8.283315	0.748390	0.000085
1791	1.7900e+00	-0.3827	-14.634404	0.000017	5.495661	0.496528	0.000056
1792	1.7910e+00	-0.3806	-14.616189	0.000018	5.575308	0.503724	0.000057
1793	1.7920e+00	-0.3765	-14.597973	0.000018	5.575308	0.503724	0.000057
1794	1.7930e+00	-0.3735	-14.578196	0.000019	6.053192	0.546901	0.000062
1795	1.7940e+00	-0.3682	-14.559721	0.000018	5.654956	0.510920	0.000058
1796	1.7950e+00	-0.3671	-14.537602	0.000021	6.770017	0.611665	0.000069
1797	1.7960e+00	-0.3653	-14.527453	0.000010	3.106243	0.280646	0.000032
